Rank	Full.Journal.Title	Issn	Total.Cites	Journal.Impact.Factor	5-Year.Impact.Factor	Eigenfactor.Score
814	"PERSONNEL PSYCHOLOGY"	0031-5826	"Not Available"	4.490	6.227	0.007050
8145	"GEOGRAPHY"	0016-7487	227	0.786	0.452	0.000150
8145	"Journal of Water and Climate Change"	2040-2244	126	0.786	1.214	0.000500
8145	"LOW TEMPERATURE PHYSICS"	1063-777X	"Not Available"	0.786	0.741	0.002790
8145	"MAPAN-Journal of Metrology Society of India"	0970-3950	160	0.786	0.773	0.000200
8145	"Spatial Economic Analysis"	1742-1772	250	0.786	1.588	0.001310
8145	"Young"	1103-3088	214	0.786	0.961	0.000680
815	"LITHOS"	0024-4937	"Not Available"	4.482	4.903	0.029270
8151	"Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity"	1124-4909	588	0.785	0.970	0.000950
8151	"SOCIAL WORK IN HEALTH CARE"	0098-1389	664	0.785	0.992	0.001190
8153	"Animal Reproduction"	1806-9614	243	0.784	"Not Available"	0.000730
8153	"CONFLICT MANAGEMENT AND PEACE SCIENCE"	0738-8942	497	0.784	1.426	0.002440
8153	"GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS"	1467-7873	457	0.784	1.029	0.000600
8153	"Information Technology & People"	0959-3845	354	0.784	1.209	0.000470
8153	"International Journal of Social Research Methodology"	1364-5579	700	0.784	1.200	0.001510
8153	"PHILOSOPHICAL PSYCHOLOGY"	0951-5089	492	0.784	0.787	0.000820
8159	"ACTA ACUSTICA UNITED WITH ACUSTICA"	1610-1928	"Not Available"	0.783	0.821	0.002750
8159	"BRAZILIAN JOURNAL OF BIOLOGY"	1519-6984	"Not Available"	0.783	0.953	0.002480
8159	"Botanical Studies"	1999-3110	462	0.783	0.938	0.001050
8159	"JOURNAL OF EVOLUTION EQUATIONS"	1424-3199	439	0.783	0.945	0.003050
8159	"JOURNAL OF TIME SERIES ANALYSIS"	0143-9782	"Not Available"	0.783	0.887	0.003170
8159	"Journal of Bioinformatics and Computational Biology"	0219-7200	609	0.783	"Not Available"	0.001610
8159	"Learning Culture and Social Interaction"	2210-6561	73	0.783	0.783	0.000210
8159	"PHYSICS AND CHEMISTRY OF LIQUIDS"	0031-9104	691	0.783	0.620	0.000640
816	"ANTIMICROBIAL AGENTS AND CHEMOTHERAPY"	0066-4804	"Not Available"	4.476	4.540	0.093430
816	"CLINICAL NUTRITION"	0261-5614	"Not Available"	4.476	4.533	0.012990
816	"CRITICAL CARE"	1466-609X	"Not Available"	4.476	5.140	0.044980
8167	"GEOLOGICA BELGICA"	1374-8505	303	0.782	1.021	0.000790
8167	"IEEE SPECTRUM"	0018-9235	"Not Available"	0.782	0.949	0.003700
8167	"JOURNAL OF VETERINARY MEDICAL SCIENCE"	0916-7250	"Not Available"	0.782	0.841	0.005290
8167	"NATIONAL MEDICAL JOURNAL OF INDIA"	0970-258X	513	0.782	0.841	0.000910
8167	"NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH"	0028-8233	"Not Available"	0.782	1.239	0.000780
8172	"ATOMIZATION AND SPRAYS"	1044-5110	721	0.781	0.750	0.001290
8172	"Multisensory Research"	2213-4794	26	0.781	0.781	0.000160
8175	"ACM Transactions on Modeling and Computer Simulation"	1049-3301	518	0.780	1.092	0.001190
8175	"ADULT EDUCATION QUARTERLY"	0741-7136	346	0.780	0.888	0.000450
8175	"AStA-Advances in Statistical Analysis"	1863-8171	172	0.780	1.055	0.001320
8175	"INTERVENTIONAL NEURORADIOLOGY"	1591-0199	627	0.780	0.927	0.001530
8175	"JOURNAL OF SOCIOLOGY"	1440-7833	436	0.780	1.368	0.001100
8175	"JOURNAL OF SYMBOLIC COMPUTATION"	0747-7171	"Not Available"	0.780	0.694	0.005220
8175	"Journal of Aging & Social Policy"	0895-9420	219	0.780	0.809	0.000590
8175	"Journal of Global History"	1740-0228	143	0.780	0.942	0.001270
8175	"Occupational Therapy International"	0966-7903	209	0.780	0.990	0.000480
8175	"URSUS"	1537-6176	538	0.780	1.081	0.000470
8186	"Democratization"	1351-0347	552	0.779	0.977	0.002720
8186	"Turkish Journal of Gastroenterology"	1300-4948	637	0.779	0.801	0.001200
8188	"ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA"	1217-8950	243	0.778	0.711	0.000380
8188	"EMERGENCY MEDICINE CLINICS OF NORTH AMERICA"	0733-8627	775	0.778	0.827	0.001000
8188	"ENERGY EXPLORATION & EXPLOITATION"	0144-5987	295	0.778	0.846	0.000590
8188	"ENVIRONMENT AND HISTORY"	0967-3407	179	0.778	"Not Available"	0.000420
8188	"ERGODIC THEORY AND DYNAMICAL SYSTEMS"	0143-3857	"Not Available"	0.778	0.801	0.007070
8188	"IEEE Design & Test"	2168-2356	855	0.778	1.342	0.002360
8188	"Journal of Geophysics and Engineering"	1742-2132	486	0.778	0.855	0.001530
8188	"MODELING IDENTIFICATION AND CONTROL"	0332-7353	249	0.778	1.063	0.000330
8188	"PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART I-JOURNAL OF SYSTEMS AND CONTROL ENGINEERING"	0959-6518	680	0.778	0.816	0.001840
8188	"SWISS JOURNAL OF PSYCHOLOGY"	1421-0185	259	0.778	0.939	0.000670
819	"RHEUMATOLOGY"	1462-0324	"Not Available"	4.475	4.592	0.031600
8198	"EURASIP Journal on Advances in Signal Processing"	1687-6180	"Not Available"	0.777	0.941	0.006570
8198	"European Journal of Integrative Medicine"	1876-3820	266	0.777	0.840	0.000510
8198	"Journal of Power Electronics"	1598-2092	515	0.777	0.782	0.001530
82	"Science Translational Medicine"	1946-6234	"Not Available"	15.843	13.845	0.091690
820	"STATISTICAL METHODS IN MEDICAL RESEARCH"	0962-2802	"Not Available"	4.472	3.734	0.007040
8201	"Epidemiologia & Prevenzione"	1120-9763	326	0.776	0.685	0.000790
8201	"Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas"	1578-7303	208	0.776	0.729	0.001130
8201	"ZOOLOGICAL STUDIES"	1021-5506	"Not Available"	0.776	0.935	0.001880
8205	"ACTA MECHANICA SOLIDA SINICA"	0894-9166	562	0.775	1.171	0.001900
8205	"GENETICS AND MOLECULAR RESEARCH"	1676-5680	"Not Available"	0.775	0.972	0.006860
8205	"JOURNAL OF COMBINATORIAL THEORY SERIES A"	0097-3165	"Not Available"	0.775	0.773	0.010610
8205	"Journal of Forest Research"	1341-6979	699	0.775	1.026	0.001250
8209	"Austrian Journal of Earth Sciences"	2072-7151	155	0.774	0.874	0.000680
8209	"DEATH STUDIES"	0748-1187	"Not Available"	0.774	1.253	0.001310
8209	"EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS"	1286-0042	"Not Available"	0.774	0.787	0.003510
821	"CURRENT OPINION IN ONCOLOGY"	1040-8746	"Not Available"	4.466	3.558	0.008140
821	"MOLECULAR BIOLOGY OF THE CELL"	1059-1524	"Not Available"	4.466	4.806	0.069560
8212	"AMERICAN MIDLAND NATURALIST"	0003-0031	"Not Available"	0.773	0.821	0.001660
8212	"Education and Treatment of Children"	0748-8491	596	0.773	"Not Available"	0.001160
8212	"International Journal for the Psychology of Religion"	1050-8619	487	0.773	1.545	0.000850
8212	"JOURNAL OF ELASTOMERS AND PLASTICS"	0095-2443	318	0.773	0.777	0.000360
8212	"JOURNAL OF INEQUALITIES AND APPLICATIONS"	1029-242X	"Not Available"	0.773	0.818	0.004640
8212	"MECHANICS OF ADVANCED MATERIALS AND STRUCTURES"	1537-6494	540	0.773	0.862	0.001370
8212	"WOOD AND FIBER SCIENCE"	0735-6161	"Not Available"	0.773	1.098	0.001090
8219	"British Food Journal"	0007-070X	"Not Available"	0.772	1.308	0.001930
8219	"International Journal of Transitional Justice"	1752-7716	235	0.772	1.207	0.000990
8219	"Journal of Chemistry"	2090-9063	705	0.772	0.812	0.001820
8219	"NEOTROPICAL ENTOMOLOGY"	1519-566X	"Not Available"	0.772	0.865	0.002700
8219	"POWDER METALLURGY"	0032-5899	756	0.772	0.630	0.000890
8219	"PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART E-JOURNAL OF PROCESS MECHANICAL ENGINEERING"	0954-4089	216	0.772	0.615	0.000350
8225	"ETRI JOURNAL"	1225-6463	870	0.771	0.803	0.002890
8225	"Physiotherapy Canada"	0300-0508	572	0.771	1.200	0.000970
8227	"Letters in Drug Design & Discovery"	1570-1808	706	0.770	0.757	0.001130
8227	"MEDIA CULTURE & SOCIETY"	0163-4437	967	0.770	1.308	0.003100
8227	"Nuclear Engineering and Technology"	1738-5733	594	0.770	0.737	0.002750
8227	"Panoeconomicus"	1452-595X	171	0.770	0.867	0.000220
823	"ACTA MATERIALIA"	1359-6454	"Not Available"	4.465	4.869	0.090500
8231	"ACM Transactions on Internet Technology"	1533-5399	306	0.769	1.167	0.000890
8231	"CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH"	1486-3847	299	0.769	0.981	0.000690
8231	"International Journal of Mental Health Systems"	1752-4458	261	0.769	"Not Available"	0.000830
8231	"JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING"	1567-8326	204	0.769	0.776	0.000950
8235	"BIRTH DEFECTS RESEARCH PART B-DEVELOPMENTAL AND REPRODUCTIVE TOXICOLOGY"	1542-9733	753	0.768	1.410	0.001450
8235	"DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B"	1531-3492	"Not Available"	0.768	0.957	0.006720
8235	"FEW-BODY SYSTEMS"	0177-7963	942	0.768	0.791	0.002950
8235	"Proceedings of the Institution of Civil Engineers-Engineering Sustainability"	1478-4629	179	0.768	0.862	0.000490
8235	"TRANSFUSION AND APHERESIS SCIENCE"	1473-0502	"Not Available"	0.768	1.145	0.002780
8235	"Undersea and Hyperbaric Medicine"	1066-2936	851	0.768	0.797	0.000760
824	"INFLAMMATORY BOWEL DISEASES"	1078-0998	"Not Available"	4.464	5.216	0.029240
824	"Topics in Current Chemistry"	0340-1022	"Not Available"	4.464	5.325	0.012300
8241	"DRUG DEVELOPMENT RESEARCH"	0272-4391	"Not Available"	0.767	0.918	0.001070
8241	"International Journal of Plant Production"	1735-6814	264	0.767	1.077	0.000750
8241	"Journal of International Relations and Development"	1408-6980	173	0.767	0.657	0.000510
8244	"AMERICAN POLITICS RESEARCH"	1532-673X	627	0.766	1.109	0.003330
8244	"Baltic Journal of Road and Bridge Engineering"	1822-427X	146	0.766	0.703	0.000380
8244	"Computational and Mathematical Methods in Medicine"	1748-670X	498	0.766	0.756	0.002240
8244	"HARVARD JOURNAL OF LAW AND PUBLIC POLICY"	0193-4872	461	0.766	0.716	0.001170
8244	"INDIAN JOURNAL OF PURE & APPLIED PHYSICS"	0019-5596	"Not Available"	0.766	0.847	0.001720
8244	"KNOWLEDGE ENGINEERING REVIEW"	0269-8889	579	0.766	1.126	0.000820
8244	"MAGNESIUM RESEARCH"	0953-1424	537	0.766	1.569	0.000790
8244	"Qualitative Theory of Dynamical Systems"	1575-5460	102	0.766	"Not Available"	0.000810
8244	"SLAVIC REVIEW"	0037-6779	361	0.766	0.672	0.001330
8253	"CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES"	0008-414X	"Not Available"	0.765	0.673	0.004870
8253	"ELECTRONIC JOURNAL OF PROBABILITY"	1083-6489	910	0.765	1.023	0.010280
8253	"Early Education and Development"	1040-9289	814	0.765	1.477	0.001940
8253	"Jokull"	0449-0576	229	0.765	0.718	0.000180
8257	"International Journal of Structural Stability and Dynamics"	0219-4554	446	0.764	0.885	0.001160
8257	"Journal of the Indian Society of Remote Sensing"	0255-660X	466	0.764	0.849	0.000940
8259	"IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION"	0361-1434	289	0.762	0.790	0.000440
8259	"MATHEMATICAL PROBLEMS IN ENGINEERING"	1024-123X	"Not Available"	0.762	0.798	0.007210
8259	"OIL SHALE"	0208-189X	322	0.762	0.680	0.000420
8259	"RUSSIAN JOURNAL OF ELECTROCHEMISTRY"	1023-1935	"Not Available"	0.762	0.690	0.002120
8259	"Review of African Political Economy"	0305-6244	457	0.762	0.717	0.001400
826	"AMERICAN HEART JOURNAL"	0002-8703	"Not Available"	4.463	4.395	0.045510
826	"Elements"	1811-5209	"Not Available"	4.463	4.263	0.006200
8264	"EXPERT SYSTEMS"	0266-4720	351	0.761	0.940	0.000470
8264	"GEOLOGICA CARPATHICA"	1335-0552	654	0.761	0.925	0.000770
8264	"JOURNAL OF AFRICAN ECONOMIES"	0963-8024	529	0.761	0.933	0.001620
8264	"Journal of Symplectic Geometry"	1527-5256	170	0.761	0.889	0.002080
8264	"PHYSICS OF METALS AND METALLOGRAPHY"	0031-918X	"Not Available"	0.761	0.670	0.002150
8264	"PSYCHOLOGY IN THE SCHOOLS"	0033-3085	"Not Available"	0.761	1.264	0.003160
8270	"Biomolecular NMR Assignments"	1874-2718	229	0.760	0.576	0.001150
8270	"Bulletin of Engineering Geology and the Environment"	1435-9529	882	0.760	1.112	0.001550
8270	"International Journal for Multiscale Computational Engineering"	1543-1649	362	0.760	0.975	0.001540
8270	"Journal of Forensic and Legal Medicine"	1752-928X	742	0.760	0.924	0.002570
8270	"Medical Dosimetry"	0958-3947	568	0.760	0.833	0.001310
8270	"POLYCYCLIC AROMATIC COMPOUNDS"	1040-6638	500	0.760	0.920	0.000480
8270	"REVISTA BRASILEIRA DE CIENCIA DO SOLO"	0100-0683	"Not Available"	0.760	1.136	0.003980
8277	"Cliometrica"	1863-2505	70	0.759	0.776	0.000800
8277	"ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS"	1068-9613	587	0.759	1.155	0.001930
8277	"Learning Media and Technology"	1743-9884	281	0.759	1.569	0.000970
828	"LANGMUIR"	0743-7463	"Not Available"	4.457	4.543	0.184620
8280	"CIN-COMPUTERS INFORMATICS NURSING"	1538-2931	539	0.758	1.056	0.001180
8280	"Homeopathy"	1475-4916	322	0.758	0.883	0.000300
8280	"International Relations of the Asia-Pacific"	1470-482X	124	0.758	0.659	0.000470
8280	"JOURNAL OF APPLIED BOTANY AND FOOD QUALITY"	1439-040X	218	0.758	0.839	0.000480
8280	"Journal of Cultural Economics"	0885-2545	356	0.758	1.000	0.000550
8280	"KINETICS AND CATALYSIS"	0023-1584	"Not Available"	0.758	0.762	0.001580
8280	"Language Policy"	1568-4555	148	0.758	0.883	0.000750
8288	"ANAESTHESIST"	0003-2417	"Not Available"	0.757	0.719	0.001110
8288	"International Journal of Web and Grid Services"	1741-1106	125	0.757	0.957	0.000280
8288	"Journal of Earth Science"	1674-487X	450	0.757	0.830	0.002030
8288	"Journal of Fish and Wildlife Management"	1944-687X	117	0.757	0.919	0.000630
8288	"Natural Computing"	1567-7818	462	0.757	"Not Available"	0.001510
829	"JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY"	0190-9622	"Not Available"	4.449	4.523	0.025710
8293	"Hip International"	1120-7000	554	0.756	0.819	0.001990
8293	"JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR"	0021-8308	670	0.756	1.055	0.000890
8293	"Progress in Community Health Partnerships-Research Education and Action"	1557-0541	256	0.756	"Not Available"	0.000960
8296	"ANIMAL BIOTECHNOLOGY"	1049-5398	307	0.755	0.712	0.000350
8296	"Foot and Ankle Clinics"	1083-7515	717	0.755	0.987	0.001080
8298	"CHINESE JOURNAL OF ANALYTICAL CHEMISTRY"	0253-3820	"Not Available"	0.754	0.598	0.002560
8298	"Journal of Healthcare Engineering"	2040-2295	93	0.754	0.738	0.000430
83	"Annual Review of Genetics"	0066-4197	"Not Available"	15.724	21.669	0.020560
830	"TISSUE ENGINEERING"	2152-4947	"Not Available"	4.448	4.916	0.042220
8300	"AMERICAN CERAMIC SOCIETY BULLETIN"	0002-7812	"Not Available"	0.753	0.784	0.000650
8300	"AUSTRALIAN PSYCHOLOGIST"	0005-0067	592	0.753	1.093	0.000900
8300	"CRITICAL INQUIRY"	0093-1896	"Not Available"	0.753	1.245	0.002550
8300	"IET Image Processing"	1751-9659	393	0.753	0.951	0.001430
8300	"IET Information Security"	1751-8709	190	0.753	0.942	0.000790
8300	"Korean Circulation Journal"	1738-5520	544	0.753	"Not Available"	0.002310
8300	"Mass Communication and Society"	1520-5436	588	0.753	1.205	0.001810
8307	"JOURNAL OF HEART VALVE DISEASE"	0966-8519	"Not Available"	0.752	0.973	0.003460
8308	"BIOCONTROL SCIENCE"	1342-4815	207	0.750	0.872	0.000380
8308	"Clothing and Textiles Research Journal"	0887-302X	271	0.750	0.870	0.000240
8308	"Convergence-The International Journal of Research into New Media Technologies"	1354-8565	270	0.750	"Not Available"	0.000990
8308	"EUROPEAN SOCIETIES"	1461-6696	447	0.750	1.136	0.001630
8308	"European Journal of Finance"	1351-847X	372	0.750	0.900	0.001230
8308	"IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION"	0265-0754	344	0.750	0.792	0.000810
8308	"International Journal of Computational Methods"	0219-8762	411	0.750	1.091	0.001800
8308	"JOURNAL OF BUSINESS & INDUSTRIAL MARKETING"	0885-8624	933	0.750	1.019	0.000910
8308	"Journal of Developmental Origins of Health and Disease"	2040-1744	204	0.750	0.965	0.001110
8308	"Journal of Middle East Womens Studies"	1552-5864	83	0.750	"Not Available"	0.000510
8308	"Nagoya Journal of Medical Science"	2186-3326	194	0.750	0.914	0.000490
8308	"Oil & Gas Science and Technology-Revue d IFP Energies nouvelles"	1294-4475	"Not Available"	0.750	1.477	0.002330
8308	"PLASMA PHYSICS REPORTS"	1063-780X	"Not Available"	0.750	0.695	0.002520
8308	"RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI"	2037-4631	226	0.750	0.850	0.000860
8308	"SOCIOLOGICAL INQUIRY"	0038-0245	679	0.750	1.211	0.001290
8308	"SOCIOLOGY OF SPORT JOURNAL"	0741-1235	607	0.750	1.151	0.000910
8308	"TEACHERS COLLEGE RECORD"	0161-4681	"Not Available"	0.750	1.213	0.005380
831	"Journal of Biophotonics"	1864-063X	"Not Available"	4.447	3.793	0.006350
832	"PLoS Neglected Tropical Diseases"	1935-2735	"Not Available"	4.446	4.931	0.046930
8326	"SOCIAL CHOICE AND WELFARE"	0176-1714	980	0.749	0.716	0.003640
8327	"Condensed Matter Physics"	1607-324X	395	0.748	0.668	0.001100
8327	"JOURNAL OF FAMILY VIOLENCE"	0885-7482	"Not Available"	0.748	1.379	0.002460
8327	"READING TEACHER"	0034-0561	598	0.748	0.746	0.001030
833	"Cancer Prevention Research"	1940-6207	"Not Available"	4.444	4.658	0.018460
8330	"ACTA OCEANOLOGICA SINICA"	0253-505X	"Not Available"	0.747	0.910	0.001700
8330	"JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY"	1058-6407	"Not Available"	0.747	1.769	0.004910
8330	"Journal of Bioethical Inquiry"	1176-7529	165	0.747	0.571	0.000510
8334	"Accounting and Finance"	0810-5391	526	0.746	0.983	0.000880
8334	"GEOTECTONICS"	0016-8521	605	0.746	0.933	0.000930
8334	"International Entrepreneurship and Management Journal"	1554-7191	295	0.746	"Not Available"	0.000640
8334	"International Journal of Computers Communications & Control"	1841-9836	391	0.746	0.739	0.001060
8334	"Journal of Applied Fluid Mechanics"	1735-3572	181	0.746	"Not Available"	0.000350
8334	"MODERN PHYSICS LETTERS B"	0217-9849	"Not Available"	0.746	0.522	0.003620
8334	"Welding in the World"	0043-2288	503	0.746	0.699	0.001210
834	"JOURNAL OF INFECTION"	0163-4453	"Not Available"	4.441	3.982	0.012990
8341	"ACTA ORNITHOLOGICA"	0001-6454	422	0.745	1.559	0.000860
8341	"CEREAL FOODS WORLD"	0146-6283	736	0.745	0.736	0.000370
8341	"GEOINFORMATICA"	1384-6175	404	0.745	1.222	0.000890
8341	"JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS"	0191-3913	"Not Available"	0.745	0.736	0.000930
8345	"Advances in Materials Science and Engineering"	1687-8434	428	0.744	0.787	0.001500
8345	"Education Finance and Policy"	1557-3060	240	0.744	1.528	0.003440
8345	"INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING"	1542-0973	224	0.744	0.835	0.000470
8345	"JOURNAL OF CANADIAN PETROLEUM TECHNOLOGY"	0021-9487	"Not Available"	0.744	0.947	0.002500
8345	"JOURNAL OF THE JAPANESE SOCIETY FOR HORTICULTURAL SCIENCE"	1882-3351	975	0.744	0.741	0.000690
8345	"LOCAL GOVERNMENT STUDIES"	0300-3930	402	0.744	1.022	0.001200
8345	"ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES"	0932-0776	"Not Available"	0.744	0.690	0.002120
835	"JOURNAL OF VIROLOGY"	0022-538X	"Not Available"	4.439	4.609	0.155530
8352	"CIRUGIA ESPANOLA"	0009-739X	581	0.743	0.907	0.001410
8352	"Earth Science Informatics"	1865-0473	80	0.743	0.596	0.000290
8352	"SCANDINAVIAN JOURNAL OF ECONOMICS"	0347-0520	"Not Available"	0.743	1.106	0.003730
8355	"ACTA MATHEMATICA SCIENTIA"	0252-9602	805	0.742	0.633	0.004010
8355	"COMPARATIVE MEDICINE"	1532-0820	"Not Available"	0.742	1.188	0.001690
8355	"CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS"	0094-3061	253	0.742	0.621	0.000420
8355	"DISASTERS"	0361-3666	"Not Available"	0.742	1.180	0.001760
8355	"Exceptionality"	0936-2835	276	0.742	1.390	0.000760
8355	"Feminist Criminology"	1557-0851	177	0.742	1.253	0.000550
8355	"IET Communications"	1751-8628	"Not Available"	0.742	0.809	0.005760
8355	"Journal of Mineralogical and Petrological Sciences"	1345-6296	334	0.742	0.780	0.000800
8355	"LAB ANIMAL"	0093-7355	371	0.742	0.702	0.000670
8355	"PRIMARY CARE"	0095-4543	574	0.742	0.927	0.001160
836	"INVESTIGATIVE RADIOLOGY"	0020-9996	"Not Available"	4.437	4.418	0.012910
8365	"ARS Mathematica Contemporanea"	1855-3966	140	0.741	0.866	0.001500
8365	"CONTEMPORARY PACIFIC"	1043-898X	181	0.741	0.432	0.000220
8365	"GESUNDHEITSWESEN"	0941-3790	846	0.741	0.628	0.001220
8365	"International Journal of Biostatistics"	2194-573X	372	0.741	1.475	0.003480
8365	"JOURNAL OF FOOD BIOCHEMISTRY"	0145-8884	"Not Available"	0.741	0.927	0.001680
8365	"Journal of BUON"	1107-0625	595	0.741	0.686	0.001500
8365	"PSYCHOANALYTIC PSYCHOLOGY"	0736-9735	479	0.741	0.904	0.000870
8365	"QUATERNAIRE"	1142-2904	418	0.741	0.838	0.000560
8365	"SIAM JOURNAL ON COMPUTING"	0097-5397	"Not Available"	0.741	1.283	0.008910
837	"JOURNAL OF CLIMATE"	0894-8755	"Not Available"	4.435	5.357	0.086330
8374	"CARYOLOGIA"	0008-7114	754	0.740	0.914	0.000650
8374	"JOURNAL OF TEACHING IN PHYSICAL EDUCATION"	0273-5024	652	0.740	1.213	0.000660
8374	"Journal of Macromolecular Science Part B-Physics"	0022-2348	"Not Available"	0.740	0.791	0.001760
8374	"Protection of Metals and Physical Chemistry of Surfaces"	2070-2051	363	0.740	0.552	0.001010
8374	"Sensor Review"	0260-2288	371	0.740	0.725	0.000570
838	"JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH"	1756-9966	"Not Available"	4.429	3.731	0.008170
8380	"Anthropology & Medicine"	1364-8470	237	0.739	"Not Available"	0.000560
8380	"Austrian Journal of Forest Science"	0379-5292	53	0.739	0.632	0.000160
8380	"JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE"	1088-8705	450	0.739	1.136	0.000640
8380	"OXFORD REVIEW OF EDUCATION"	0305-4985	699	0.739	0.930	0.001860
8380	"SEMICONDUCTORS"	1063-7826	"Not Available"	0.739	0.640	0.003420
8380	"SYNTHESE"	0039-7857	"Not Available"	0.739	0.880	0.003560
8380	"TENSIDE SURFACTANTS DETERGENTS"	0932-3414	405	0.739	0.648	0.000410
8388	"ASTERISQUE"	0303-1179	"Not Available"	0.738	0.817	0.005790
8388	"Astin Bulletin"	0515-0361	515	0.738	0.993	0.001520
8388	"CHELONIAN CONSERVATION AND BIOLOGY"	1071-8443	627	0.738	1.011	0.000830
8388	"JOURNAL OF MATHEMATICAL ECONOMICS"	0304-4068	"Not Available"	0.738	0.614	0.004260
8388	"LEGISLATIVE STUDIES QUARTERLY"	0362-9805	788	0.738	1.406	0.002410
8388	"LINEAR & MULTILINEAR ALGEBRA"	0308-1087	873	0.738	0.686	0.003510
8388	"Personality and Mental Health"	1932-8621	150	0.738	0.935	0.000620
8388	"Qualitative Social Work"	1473-3250	361	0.738	"Not Available"	0.000700
8388	"VITIS"	0042-7500	"Not Available"	0.738	1.082	0.000740
839	"JAMA Dermatology"	2168-6068	701	4.426	4.426	0.003040
8399	"ACTA POLONIAE PHARMACEUTICA"	0001-6837	"Not Available"	0.737	0.960	0.001820
8399	"Asia-Pacific Education Researcher"	0119-5646	220	0.737	0.818	0.000880
8399	"Geofizika"	0352-3659	90	0.737	0.804	0.000300
8399	"Operations Management Research"	1936-9735	94	0.737	"Not Available"	0.000190
84	"MATERIALS SCIENCE & ENGINEERING R-REPORTS"	0927-796X	"Not Available"	15.500	21.676	0.007310
840	"JOURNAL OF PETROLOGY"	0022-3530	"Not Available"	4.424	5.526	0.014740
8403	"EURASIP Journal on Image and Video Processing"	1687-5281	234	0.736	0.738	0.000980
8403	"European Journal of Industrial Engineering"	1751-5254	166	0.736	0.866	0.000500
